	Title	Author	Search	Year	Lang	Pages	Digital	License	Publisher	DNB_ID	Relation	Relation_ID	Genre	Unnamed: 13	Unnamed: 14	Unnamed: 15
124	Der flammende Abgrund	Heinrich Feldinger	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. 1 : Mignon-Verlag, 1926	1192249828	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
125	Der fliehende Schatten	Walter Gernsheim	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1926]	1192248228	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
126	Der Flucht über die Dächer	Herbert Wulfner	Der neue Excentric Club	1923	ger	23	WAHR	free	Dresden : Mignon-Verlag, 1923	1192232682	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
127	Der Fremdenlegion entrissen	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223438	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
128	Der fünfte Mann der Witwe Strauß	Joe Weyermoor	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	119222910X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
129	Der Fund im Meer	Herbert Wulfner	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192235347	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
130	Der Fußballkönig	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223152	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
131	Der Gefangene der Eskimos	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	119222437X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
132	Der geheime Springbrunnen	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225988	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
133	Der geheimnisvolle Bettler	Heinrich Feldinger	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192232747	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
134	Der Geistertanz von Trondhjem	Heinrich Feldinger	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192244370	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
135	Der goldene Tomahawk	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	1193752760	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
136	Der Herzog von Ilsterburg	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1193752957	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
137	Der Holzfäller vom Rio Gila	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, [1922]	119222423X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
138	Der Honolulu-San-Francisco-Rekord	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1922	1192228731	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
139	Der indische Gaukler	Martin Winfried	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192232925	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
140	Der indische Tod	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	119222664X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
141	Der Jazzbandkönig	Heinrich Feldinger	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1926]	1192251350	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
142	Der Juwelenräuber von Miami Beach	Gero Terzin	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1926]	1192251431	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
143	Der Kampf auf der Spitze des Eiffelturms	Heinrich Feldinger	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1927]	1192238974	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
144	Der Kampf mit dem Gerippe	William Horst	Der neue Excentric Club	1927	ger	42	WAHR	free	Dresden : Mignon-Verl., [1927]	1192239431	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
145	Der Kaninchenkrieg	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	119222468X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
146	Der Kerkermeister von Sing-Sing	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1193753023	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
147	Der Klosterbrunnen von Ragusa	Georg Lebach	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. 1 : Mignon-Verlag, 1926	1192250273	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
148	Der Klub der Buckligen	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192226577	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
149	Der Kongo-Schrecken	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1192224957	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
150	Der Kongreß der Taschendiebe	Willy v. d. Ria	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192246837	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
151	Der Luftspion	Heinrich Feldinger	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192234790	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
152	Der Mann im Monde	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223985	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
153	Der Mann mit den drei Masken	Herbert Wulfner	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1923]	1192229746	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
154	Der Mann mit den Katzenaugen	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1193752868	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
155	Der Mann mit der Maske	Arvid Storbek	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1927	1192252381	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
156	Der Meister der Lüfte	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223551	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
157	Der Milliardenerbe	William Horst	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192235258	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
158	Der Mönch von Lincoln	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1922	119375285X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
159	Der Mönch von Trichinopoly	Gero Terzin	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192244923	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
160	Der Mord am Unabhängigkeits-Tag	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1922	1193752825	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
161	Der Mord im Film	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1922	1193752744	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
162	Der Mord im Klub von Angora	Gero Terzin	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192249453	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
163	Der Mord in der Luft	Joe Weyermoor	Der neue Excentric Club	1925	ger	24	WAHR	free	Dresden : Mignon-Verl., 1925	1192241533	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
164	Der Pelzjäger von Nome	Gero Terzin	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1927]	1192252500	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
165	Der Postraub von Wien	Walter Gernsheim	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192228464	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
166	Der rätselhafte Stern	Martin Winfried	Der neue Excentric Club	1926	ger	23	WAHR	free	Dresden : Mignon-Verlag, [1926]	119224799X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
167	Der Räuber der Black Hills	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192224094	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
168	"Der Raub der ""Helena"""	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, [1922]	1193752841	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
169	Der Ring der Wuckerer	Walter Gernsheim	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192230868	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
170	Der Ring in der Sandwüste	Martin Winfried	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1193752663	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
171	Der rote Hermelin	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden-A. : Mignon-Verlag, 1921	1192223047	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
172	Der Sänger mit der Maske	Heinrich Feldinger	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192231864	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
173	Der Saphir der Millionärin	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192226941	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
174	Der Schatten	Walter Gernsheim	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192235142	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
175	Der Schatten des Caruso	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	119375299X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
176	Der schlafende Klub	Joe Weyermoor	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251822	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
177	Der Schlafwandler von Castle Hooke	Walter Gernsheim	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251733	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
178	Der Schlüssel zur Macht	Georg Lebach	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1927	1192252470	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
179	Der Schmuck in der Phonographenwalze	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227050	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
180	Der Schreckenstag der Viktoria-Grube	Von William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden-A. : Mignon-Verl., [1921]	119222292X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
181	Der Schuß durchs Fenster	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227336	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
182	Der schwarze Panther	Heinrich Feldinger	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192229363	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
183	Der schwingende Kugel	Heinrich Feldinger	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192247043	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
184	Der Schwurbund der sieben Freunde	Herbert Wulfner	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, [1926]	1192248465	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
185	Der Sechstagetänzer	Martin Winfried	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192249062	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
186	Der Sieger des Marathon-Laufes	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223462	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
187	Der Siegespreis	William Horst	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192231708	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
188	Der Silberkönig von Nevada	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223675	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
189	Der Sklavenhalter von Louisiana	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223756	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
190	Der sprechende Baum	Martin Winfried	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	119223331X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
191	Der Stelzenkönig	Walter Gernsheim	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192249313	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
192	Der Stierfechter von Alicante	Georg Lebach	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1927	119225242X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
193	Der Stierkämpfer von Sevilla	Von Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verl., [1921]	119222289X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
194	Der Sträfling von Neu-Kaledonien	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	30	WAHR	free	Dresden : Mignon-Verlag, 1922	1192224639	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
195	Der Strafstoß	Joe Weyermoor	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192250931	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
196	Der Streik der Hafenarbeiter	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223829	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
197	Der Streik im Zirkus	Gero Terzin	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251857	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
198	Der Student von Oxford	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225112	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
199	Der Todesgeiger	Walter Gernsheim	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192229606	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
200	Der Tote im Automobil	William Horst. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192226836	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
201	Der Turm im Meer	Martin Winfried	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192247140	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
202	Der unbesiegbare Sportmann	Joe Weyermoor	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1923	1192232496	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
203	Der Unionsoldat	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192228987	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
204	Der Untergang des M 1	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden-A : Mignon-Verl., [1921]	1192222938	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
205	Der Untergang des Satrunjaya-Tempels	Gero Terzin	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1927	1192252306	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
206	Der verhängnisvolle Fingerabdruck	William Horst	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192231317	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
207	Der verlorene Sohn	Martin Winfried. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1193752833	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
208	Der verschollene Millionenerbe	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227638	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
209	Der verschwundene Autobus	Franz Brütt	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192246969	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
210	Der Wächter der heiligen Schlucht	Herbert Wulfner	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1926	119224589X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
211	Der Wahnsinnige von St. Pauli	William Horst	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192244567	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
212	Der wandernde Berg	William Horst	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192250796	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
213	Der Warenhaus-König	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223632	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
214	Der Wasserträger von Zanzibar	Georg Lebach	Der neue Excentric Club	1927	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1927	1192252551	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
215	Der weiße Elefant	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223500	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
216	Der weiße Mustang	Walter Gernsheim. Hrsg. von Otto Eicke	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192223713	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
217	Der Zauberer von Graz	Martin Winfried	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192228383	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
218	Der Zugführer des Orient-Expreß	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	31	WAHR	free	Dresden : Mignon-Verlag, 1922	1192225384	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
219	Die 197. Aufgabe: Percy Stuart unterlegen??	Martin Winfried	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192229517	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
220	Die Adler der Sierra Nevada	Herbert Wulfner. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1922	1192224442	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
221	Die Affenhand	Heinrich Feldinger	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192230205	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
222	Die Autopiraten von Florenz	Herbert Wulfner	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251504	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
223	Die Bank gesprengt	Martin Winfried	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verl., [1921]	1192222881	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
224	Die Bankkatastrophe	Herbert Wulfner	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192231783	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
225	Die Burg am Rhein	William Horst	Der neue Excentric Club	1921	ger	32	WAHR	free	Dresden : Mignon-Verlag, 1921	1192224000	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
226	Die Diamantenfledderer der Silverbay	Walter Gernsheim	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192251091	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
227	Die Dollarprinzessin	Heinrich Feldinger. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	32	WAHR	free	Dresden : Mignon-Verlag, [1922]	1192224272	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
228	Die Erfindung des Dr. Patterson	Joe Weyermoor. Hrsg. von Otto Eicke	Der neue Excentric Club	1922	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1922	1192227468	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
229	Die Erfindung Dr. Brewsters	Joe Weyermoor	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	1192231937	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
230	Die Fackelreiter	Joe Weyermoor	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden-A. : Mignon-Verlag, 1926	1192246128	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
231	Die Flammen des blauen Sees	Heinrich Feldinger	Der neue Excentric Club	1923	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1923	119223376X	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
232	Die Freischützen von Claeren	Charlyle	Der neue Excentric Club	1926	ger	24	WAHR	free	Dresden : Mignon-Verlag, 1926	1192245245	Der neue Excentric-Club	(DE-101)1192255771	Krimi			
